id,text
Vessel,Schedule API intermittently returns 401 for MV SILVER CURRENT/7A; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Tanjong Pagar. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team
EDI/API,Shipper/consignee role swap observed on API payload for MAEU2769349. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-A; affected terminal: PSA Keppel. Context tokens: STOWAGE. All numeric identifiers are randomized placeholders; no credentials stored. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable.
Container Booking,"Discrepancy between customer portal and TOS for container MSCU7645244 on voyage RT33. Portal shows 'Loaded @ BP07' while TOS indicates 'In Yard - Block J4'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-QRU54D8W and seal S6869-42O included (randomized placeholders). Yard crane YC22 handled the last move at PSA Pasir Panjang. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference."
Container Report,504 responses and timeouts on '/containers/IWQY6Q/events' when querying NYKU6116364. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near Tuas Port. | Rolled back gateway buffering; enabled keep-alive upstream. Raised SLI alerts for error-rate/latency with auto-page. Coordinated cipher suite update with partner. | Rolled back gateway buffering; enabled keep-alive upstream. Raised SLI alerts for error-rate/latency with auto-page. Coordinated cipher suite update with partner.
EDI/API,Translator rejected EDIFACT COARRI: missing EQD count alignment (UNH/UNT mismatch). Partner Partner-A interchange quarantined; downstream milestone not created. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable.
Container Booking,Weight and size attributes for MAEU0374445 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Keppel misallocated. Voyage LZ03; last known location Block B3. Suspect duplicate CODECO from yesterday caused field overwrite. | Escalate to Container Product Team | Escalate to Container Product Team
EDI/API,EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. Context tokens: JSON. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable.
Vessel,"Schedule API intermittently returns 502 for MV NORTHERN SKY/12B; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Pasir Panjang. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Vessel,"Vessel ETA was not correctly updated in the scheduling system, causing a mismatch between the updated arrival time and the port’s berth scheduling system. | A fix was deployed to correct the vessel ETA data processing. The system was updated to reflect the correct ETA, and manual scheduling was adjusted to avoid further delays. | A fix was deployed to correct the vessel ETA data processing. The system was updated to reflect the correct ETA, and manual scheduling was adjusted to avoid further delays."
Container Report,Callback delivery failures for NYKU1220325. Webhook sender faced 502 due to peer TLS renegotiation. Queue grew and breaker opened. Affected endpoint '/yard/locations'. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA.
EDI/API,Monitoring gap found—alert threshold too lax for brief 5–8 minute outages; incident visibility delayed during off-peak window. All numeric identifiers are randomized placeholders; no credentials stored. | Corrected cron schedule to UTC; added mutual exclusion lock and run-idempotency; published sanitized incident note and fixed dashboards. Communications used masked ticket references where applicable. | Corrected cron schedule to UTC; added mutual exclusion lock and run-idempotency; published sanitized incident note and fixed dashboards. Communications used masked ticket references where applicable.
Vessel,"BAPLIE inconsistency for MV STELLAR WIND/25W: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
